"","income"
"680",360345.898152444
"681",-1061.50558277782
"682",34284.6008184156
"683",528.868972258259
"684",79547.4159641585
"685",6159.30413852951
"686",27265.3542073803
"687",99952.6647365645
"688",125762.404137052
"689",14435.0416574136
"690",43030.6605409438
"691",16460.7906139024
"692",4294.28278640765
"693",28976.9573212559
"694",16826.4839737811
"695",11885.0334673839
"696",49192.3852980115
"697",50051.9904333356
"698",37523.332593348
"699",154222.225436092
"700",72399.2174143637
"701",2723.0103342033
"702",2070484.13031801
"703",59368.7397884996
"704",17313.0198555294
"705",118042.798145182
"706",20569.0005714919
"707",22497.6599618477
"708",288779.210798917
"709",43862.529660969
"710",42584.5228285043
"711",74890.8950486575
"712",125841.34558361
"713",361669.832770094
"714",7952.19839234425
"715",3637.74763778043
"716",5530.14055898834
"717",54626.2442398634
"718",17802.8212395156
"719",61866.8407383108
"720",1842.89698143139
"721",16432.6962990646
"722",70964.3651737109
"723",504396.534085321
"724",32828.763084879
"725",72004.5536646188
"726",16217.36012568
"727",137125.90666721
"728",34918.8486374157
"729",23635.5427523354
"730",21444.5051703492
"731",136153.315550595
"732",21295.0527515831
"733",19221.8212790694
"734",360748.386794115
"735",36788.4740565034
"736",105939.425163064
"737",71122.4856077963
"738",162456.393846949
"739",35772.5092816544
"740",39971.097315857
"741",49237.7168902795
"742",54880.5253169382
"743",129605.153325645
"744",56159.4699843782
"745",4031.86382967042
"746",41976.8446975182
"747",76307.927736391
"748",131165.774376396
"749",24538.3393183726
"750",136372.426318661
"751",155100.834227754
"752",65725.9759641403
"753",25014.1457134993
"754",71795.430260034
"755",140428.617285061
"756",6949.77121109891
"757",74652.3814495549
"758",66682.0055475412
"759",33108.7284755142
"760",506476.026206095
"761",816795.997844099
"762",65124.4818842655
"763",152869.135293142
"764",10046.6882119397
"765",106606.614104706
"766",61736.6747802464
"767",101932.095437655
"768",36505.0794990249
"769",292376.980664201
"770",2071874.87757229
"771",188466.910413499
"772",155417.716126804
"773",93487.8537576008
"774",31896.0974062624
"775",19618.1307446115
"776",235788.862012871
"777",18076.2858708281
"778",57288.9529488329
"779",32476.2962724152
"780",10652.605966486
"781",28098.7172949752
"782",15929.226379294
"783",53461.3981301586
"784",67728.6925364402
"785",18459.8070490092
"786",37862.3660854203
"787",93530.5468268048
"788",97170.7588997181
"789",66318.2911015389
"790",4410.34449993345
"791",-454.828341450317
"792",18909.8070376685
"793",22229.5129853258
"794",70873.402321569
"795",71597.1806578797
"796",21411.9719543937
"797",7562.03068417971
"798",67421.771440059
"799",29286.6564277534
"800",65810.7374378447
"801",25215.8836274789
"802",64089.4393859474
"803",71974.775917384
"804",4241.17980596243
"805",10069.3114652346
"806",29877.0214542305
"807",16222.6567224024
"808",88291.7561622655
"809",72147.0092002546
"810",3051.06178247022
"811",18928.5204676649
"812",10278.7548521982
"813",27872.8973900143
"814",46240.9748252733
"815",506748.404530571
"816",9640.19843640704
"817",24016.1978858321
"818",116702.225799052
"819",2029.55380557245
"820",186910.231248412
"821",131818.015558669
"822",45715.2543694396
"823",18642.8200665155
"824",18750.7433957717
"825",13202.7303081514
"826",176298.227691329
"827",88113.3724539428
"828",50848.2310547273
"829",41387.7068061168
"830",31102.6146174691
"831",816041.290892546
"832",68440.1217722445
"833",26462.4231971729
"834",5265.83790971885
"835",54137.4853132757
"836",59675.6821831547
"837",44494.1210620312
"838",39230.8591737519
"839",5970.32314275644
"840",36688.3883132386
"841",41389.8991633317
"842",48656.4715805859
"843",359497.84717067
"844",6137.05950459328
"845",69547.8984823771
"846",178316.57289113
"847",10027.8386888629
"848",92381.2153654746
"849",59912.2903568977
"850",289806.984497144
"851",36577.2861912398
"852",159816.201582873
"853",89599.5297757753
"854",9151.819884437
"855",8467.51109092762
"856",68521.780355881
"857",79737.3730587628
"858",14093.5078151783
"859",85423.9175385641
"860",12978.684282582
"861",14833.9078206147
"862",41186.6151349353
"863",6987.14122603376
"864",42300.0901117305
"865",61927.5247606995
"866",8989.28862891678
"867",62269.8519170845
"868",17301.2332113829
"869",290920.767591681
"870",168730.29599144
"871",73642.9032355483
"872",59107.3090040238
"873",167404.338554054
"874",17648.0650488424
"875",360962.12059645
"876",92888.6313570048
"877",130781.666307362
"878",66347.7092001852
"879",73931.003956163
"880",66001.0809048153
"881",27166.2420882283
"882",73775.7369514324
"883",8600.38994493317
"884",34788.8206680099
"885",45764.4292988699
"886",65993.2918946275
"887",102794.42774908
"888",10670.4057717036
"889",92792.9728446325
"890",50285.4615463401
"891",67033.6368737678
"892",49104.0952445324
"893",178020.42432207
"894",68565.995631459
"895",32417.6300545678
"896",130627.80794012
"897",505204.866036694
"898",131314.067551886
"899",41989.1082027937
"900",4547.67289276819
"901",76362.2837107831
"902",87432.5648963496
"903",24036.3142528135
"904",118395.087878086
"905",41073.1703667326
"906",46207.0311176213
"907",41949.7086172674
"908",15596.9425619287
"909",38545.0259170638
"910",147601.338911133
"911",43366.90051601
"912",32328.9497131131
"913",8631.35013860664
"914",33604.1105908775
"915",89683.9621568731
"916",67404.4528327974
"917",10039.8474581483
"918",4627.1462559771
"919",72625.2223904982
"920",50855.7297044107
"921",31532.2073545814
"922",91291.4372098373
"923",8531.99604191633
"924",117767.866332111
"925",72493.8368280175
"926",177651.024655628
"927",7305.36755202578
"928",289095.972824957
"929",505014.948084375
"930",21556.0893631057
"931",79009.1968013074
"932",73050.7142105324
"933",117526.765397418
"934",18467.6775368944
"935",8778.43454196079
"936",11357.6554025027
"937",81501.6452454573
"938",18827.9057058153
"939",14569.8617480897
"940",106119.648702118
"941",178216.980007414
"942",59943.8947510197
"943",32968.1740990589
"944",24560.4696169809
"945",-85.5070175725658
"946",98807.3884314371
"947",31018.0145901327
"948",69077.1355312779
"949",32494.8651741029
"950",76966.9955609986
"951",155963.131040003
"952",27479.5930136382
"953",44745.1655351779
"954",17518.6437175645
"955",65502.1626023095
"956",102213.198523713
"957",75819.7007358445
"958",6721.40257868335
"959",83797.7883314886
"960",36632.8494523194
"961",46804.3998330952
"962",26601.9643740439
"963",32641.9162082554
"964",159355.681668151
"965",15153.8271763402
"966",29792.5432182885
"967",48308.1282198027
"968",26334.437552579
"969",885.107704983048
"970",29017.9106823854
"971",29947.7651980406
"972",21976.4991542017
"973",18802.2231088154
"974",40452.3272834682
"975",15638.6077157288
"976",154302.459231787
"977",94572.367151742
"978",161965.678071089
"979",66209.5465540034
"980",30134.9631875953
"981",18187.8781444828
"982",63533.8245229728
"983",26759.1323550698
"984",15221.2011202365
"985",19294.9252670072
"986",37216.3699878748
"987",18762.592609228
"988",53890.0125548306
"989",237263.165398412
"990",187540.101985052
"991",43177.938564276
"992",146658.581360965
"993",11369.0897688548
"994",130837.169073523
"995",167578.935949387
"996",74151.2653813371
"997",38155.3160456586
"998",-796.067268582915
"999",1219.08514536128
"1000",28310.6809799189
"1001",38893.2389985232
"1002",32221.7137502984
"1003",55270.655399277
"1004",64001.5534278003
"1005",154395.467332253
"1006",28808.0749650315
"1007",42087.4461544212
"1008",814625.75787207
"1009",9013.81369539955
"1010",31228.2997101688
"1011",29045.4931183683
"1012",141175.116355352
"1013",291354.624147904
"1014",31916.9354815371
"1015",130650.601644979
"1016",27155.5602686693
"1017",25256.9422204795
"1018",57432.2209234795
"1019",98446.1860904777
"1020",175230.540442999
"1021",99032.083011116
"1022",142004.861531676
"1023",8019.08931481932
"1024",84872.7097153693
"1025",136441.502895322
"1026",10013.1022823301
"1027",11476.7877525272
"1028",5680.53966661367
"1029",91201.1620099256
"1030",65741.4952458446
"1031",67872.297843212
"1032",17764.0998082098
"1033",85151.5643793345
"1034",2069643.51992856
"1035",26892.2285997342
"1036",37463.0171743523
"1037",17984.9643378975
"1038",25686.0312705731
"1039",101946.128563915
"1040",35294.0879271584
"1041",23387.2015325752
"1042",22984.766822669
"1043",16088.4620213216
"1044",37288.5048325168
"1045",2069984.33484474
"1046",87220.2418391502
"1047",26338.5799173494
"1048",73195.0724304059
"1049",291638.056028847
"1050",26304.3841143299
"1051",18642.7712020871
"1052",19182.3950618522
"1053",76219.9339199341
"1054",77815.3788641871
"1055",40272.1802171245
"1056",14940.1464777069
"1057",7588.04064152108
"1058",102572.76840432
"1059",60494.86042919
"1060",40587.1555642441
"1061",505148.497415655
"1062",60838.3511679592
"1063",98141.2664139439
"1064",116838.750693783
"1065",66524.3916073875
"1066",7600.48085519795
"1067",44124.4077919082
"1068",93934.2705638719
"1069",14020.3261931726
"1070",43463.2233832514
"1071",71354.5793208248
"1072",91165.226211694
"1073",18491.8056229852
"1074",135213.042308083
"1075",116142.53122839
"1076",71411.057916426
"1077",64709.0157800674
"1078",59587.7448631386
"1079",506406.891501808
"1080",5060.41223602219
"1081",16819.072436669
"1082",34501.0010878035
"1083",68966.4390773916
"1084",68812.9351449631
"1085",24862.9857290457
"1086",41011.4461243216
"1087",100464.632717057
"1088",38735.4029758666
"1089",146387.97829837
"1090",39179.919719936
"1091",46847.5903065469
"1092",10090.5437197443
"1093",13742.2276283055
"1094",92055.4043278894
"1095",25286.4998739109
"1096",95371.1960694227
"1097",154023.081221343
"1098",66448.2859114287
"1099",154034.94088217
"1100",18495.7406129426
"1101",7415.96173167038
"1102",24779.7226138889
"1103",48205.7203339003
"1104",9995.71760800506
"1105",95710.4685397704
"1106",47919.5805328883
"1107",2071358.75533981
"1108",12714.6815510661
"1109",41570.8707941801
"1110",74831.0002336097
"1111",45567.5685722645
"1112",21166.3635037617
"1113",49811.0159821584
"1114",178254.573430307
"1115",24440.4736228389
"1116",2528.99671828222
"1117",4102.85970368995
"1118",10451.2359327189
"1119",83129.8275393662
"1120",814712.653482535
"1121",47272.2745749873
"1122",2068508.45678995
"1123",26321.1555991938
"1124",7705.11842032405
"1125",7454.56601890078
"1126",36911.966828639
"1127",44119.3623852406
"1128",47660.5905098712
"1129",70009.746210931
"1130",16677.8266446208
"1131",75143.3678375936
"1132",77198.1582482688
"1133",235816.459292451
"1134",53635.6328844113
"1135",136981.051750093
"1136",25396.9998827713
"1137",12968.9222842148
"1138",82880.4763626398
"1139",18023.8094708787
"1140",20273.4865851949
"1141",73085.335304624
"1142",506702.580266612
"1143",78134.5668777873
"1144",117448.649653437
"1145",18380.2011434039
"1146",32178.155104664
"1147",102.736496580101
"1148",63006.1098653283
"1149",13719.7956022624
"1150",99258.6185766325
"1151",20171.3779001737
"1152",65497.5126081152
"1153",13456.8148399726
"1154",9503.45973325386
"1155",69149.1243516736
"1156",89975.5040200364
"1157",15671.3066673475
"1158",21842.9662580881
"1159",27101.6076584635
"1160",27269.613972739
"1161",19567.2845043649
"1162",50394.2591265223
"1163",14288.5495712842
"1164",7331.88745002592
"1165",132369.898260088
"1166",117894.941609393
"1167",18865.2284702331
"1168",14113.0787711561
"1169",45502.6664080336
"1170",44542.439801905
"1171",53274.4787756038
"1172",74065.5574232599
"1173",70786.8524151052
"1174",161160.919063697
"1175",63892.6735396553
"1176",23473.0081793133
"1177",62062.0706501737
"1178",97941.4604096557
"1179",87812.2289411888
"1180",56537.2237016622
"1181",29343.0860259405
"1182",8605.09173386248
"1183",199387.783662104
"1184",35234.4789868974
"1185",53648.2337546355
"1186",65252.6493052377
"1187",55340.4388588604
"1188",40502.5111068224
"1189",33167.1168469151
"1190",186908.892040232
"1191",96665.9753579723
"1192",11218.8211809835
"1193",30462.6028673987
"1194",20327.7206255412
"1195",42995.5037821503
"1196",29059.7511042259
"1197",35960.3964840981
"1198",161528.282706034
"1199",41047.4899647204
"1200",38952.0408542231
"1201",167835.079922233
"1202",23096.7011078334
"1203",125829.930692604
"1204",24679.1446749863
"1205",292255.054940193
"1206",20911.0031365521
"1207",3476.45132238785
"1208",66807.7360235717
"1209",48800.0140990113
"1210",73872.2521283001
"1211",36389.5201959985
"1212",31539.9727102453
"1213",62761.2513758167
"1214",27645.9488187351
"1215",150580.52853989
"1216",23088.1313420357
"1217",49343.9690526301
"1218",131718.597946467
"1219",25950.5600508543
"1220",10806.3478215226
"1221",14133.9942299845
"1222",17701.7024296671
"1223",359985.752265316
"1224",99729.5888120862
"1225",17643.0394400066
"1226",93843.1764596788
"1227",12903.8878494376
"1228",22252.4915253394
"1229",10761.8826225781
"1230",106639.105095579
"1231",30259.8973732762
"1232",50383.7737154656
"1233",44022.2296282067
"1234",66891.5925273992
"1235",168192.17741466
"1236",75334.1925957814
"1237",72710.5137640875
"1238",19317.7549021688
"1239",11574.602168369
"1240",135237.677028123
"1241",16567.3206537581
"1242",6695.57373550152
"1243",48587.0814844077
"1244",8820.92505829821
"1245",198761.815895086
"1246",15414.5987647195
"1247",68544.0138470681
"1248",360404.415573695
"1249",168054.389869461
"1250",57440.552318209
"1251",2070430.75708379
"1252",170653.145934264
"1253",13052.1562403635
"1254",6670.366221151
"1255",97869.3829763504
"1256",73704.6850037135
"1257",15024.4013144423
"1258",14765.6010099891
"1259",175426.179305076
"1260",87401.9961092304
"1261",33631.3588731201
"1262",361336.418876042
"1263",31810.6678531402
"1264",37808.8137406132
"1265",68452.8078227887
"1266",17959.4372020767
"1267",124648.334092961
"1268",28678.9597355496
"1269",813592.987928966
"1270",18168.4406204467
"1271",74385.3132715276
"1272",5235.52446475403
"1273",73068.1953976911
"1274",16799.2470294912
"1275",49053.8006559373
"1276",37041.2043409719
"1277",46824.2852652638
"1278",34980.7679385673
"1279",7785.13553333418
