"","condition","productivity"
"153","long",33.8787305267479
"154","long",41.1866129304564
"155","long",28.7664428328073
"156","long",37.2097005343195
"157","long",41.7277093288075
"158","long",45.5638823866002
"159","long",51.405032719403
"160","long",27.979579982978
"161","long",33.9189777094118
"162","long",21.7207986724907
"163","long",43.8721022572047
"164","long",39.8670239788596
"165","long",35.2531969949727
"166","long",48.674676021502
"167","long",41.0036460035777
"168","long",52.9126099171698
"169","long",23.1062540029203
"170","long",39.4272786513707
"171","long",19.2845479466824
"172","long",43.7200362449324
"173","long",41.7811348007533
"174","long",47.1816835599502
"175","long",36.8114363978658
"176","long",45.9448099300518
"177","long",30.8670082746423
"178","long",49.260686433473
"179","long",36.9573928077213
"180","long",36.371271048699
"181","long",39.9290442299344
"182","long",32.4897185308638
"183","long",28.7013886179112
"184","long",51.2533234676019
"185","long",45.5375623657452
"186","long",52.4956638022766
"187","long",47.2229685604431
"188","long",42.6402198447871
"189","long",51.9335215109794
"190","long",49.2414641497703
"191","long",35.6107694802498
"192","long",40.6814456582321
"193","long",23.9086783324269
"194","long",28.0626786081512
"195","long",37.4919961072376
"196","long",30.6246576036655
"197","long",50.3346367633871
"198","long",38.7022643176346
"199","long",30.8666176352563
"200","long",53.6182942056155
"201","long",61.6119139438104
"202","long",40.4051563807711
"203","long",38.8160805829192
"204","long",27.6771875351172
"205","long",40.1410880214475
"206","long",43.1969636010517
"207","long",32.1665717776062
"208","long",32.1942995424963
"209","long",37.8866117400917
"210","long",12.5798303333481
"211","long",44.4907348422532
"212","long",48.2820861458736
"213","long",41.9124030316033
"214","long",42.4076111908715
"215","long",29.808646436074
"216","long",49.9772903958031
"217","long",25.0821614664619
"218","long",36.7097328632767
"219","long",32.8196862641901
"220","long",43.2770426949796
"221","long",41.8821215632805
"222","long",30.2800932516878
"223","long",56.6184059603534
"224","long",47.1382046570548
"225","long",46.7842310760334
"226","long",38.5043678039156
"227","long",44.4950479727523
"228","long",44.5944424182893
"229","long",28.1806210261919
"230","long",33.0360897644876
"231","long",50.8887074668777
"232","long",36.1546187466763
"233","long",41.4054380055649
"234","long",40.074293954034
"235","long",31.2615401121249
"236","long",26.4630188370119
"237","long",40.4277313627446
"238","long",47.9463017692146
"239","long",41.6777367882192
"240","long",48.3214313721173
"241","long",39.4401579328282
"242","long",48.4519043563922
"243","long",34.6224546325549
"244","long",57.9735570015759
"245","long",37.4508863305217
"246","long",43.6129615492659
"247","long",36.2900148101216
"248","long",59.2388187280712
"249","long",48.2368555312222
"250","long",30.4435479401194
"251","long",30.8238644376364
"252","long",28.6584765582234
"253","long",37.5100819208559
"254","long",29.552941613802
"255","long",54.903409579739
"256","long",53.0594418783885
"257","long",48.6529140811518
"258","long",31.4855422801874
"259","long",27.4262118837579
"260","long",30.8121522443358
"261","long",41.1217796996417
"262","long",30.7337500612125
"263","long",28.3907385804964
"264","long",36.5830751972439
"265","long",24.9217136220629
"266","long",47.1968829568793
"267","long",16.0820666202588
"268","long",44.5515669265538
"269","long",38.8470631385348
"270","long",46.7551461704991
"271","long",26.4922520677959
"272","long",33.4571847843678
"273","long",48.2430196792025
"274","long",48.8765208874512
"275","long",57.2042442315676
"276","long",23.4604020920747
"277","long",30.7852419308458
"278","long",46.2341059808906
"279","long",38.746798824813
"280","long",46.5728168787507
"281","long",40.1635003262333
"282","long",34.5717512688884
"283","long",48.5920576451925
"284","long",22.5473902186012
"285","long",45.6773318218947
"286","long",28.3055267546551
"287","long",68.54658650625
"288","long",44.6282342012882
"289","long",30.8188792532848
"290","long",38.9896507063395
"291","long",26.0954525685653
"292","long",32.1241540630204
"293","long",25.3591934703763
"294","long",34.9952376893016
"295","long",46.1626859860366
"296","long",31.4075228997836
"297","long",31.7108318110486
"298","long",36.6769077103666
"299","long",32.7447922403171
"300","long",44.1226401069706
"301","long",23.5669100606341
"302","long",28.0300946849846
"303","long",41.9868382219245
"304","long",38.3652480177302
"305","long",58.2325290909082
"306","long",29.6135527295999
"307","long",38.3400723590495
"308","long",11.4926319999366
"309","long",61.1208773455374
"310","long",17.8332896896418
"311","long",45.7439742896077
"312","long",53.2729878487404
"313","long",39.4621465955332
"314","long",40.8154729760027
"315","long",40.8531782134556
"316","long",37.1226316316187
"317","long",46.1630513783844
"318","long",44.0849111326368
"319","long",21.8365453707004
"320","long",40.7738092383738
"321","long",48.2912535830768
"322","long",45.0178622831039
"323","long",30.0986437536202
"324","long",32.0679215679751
"325","long",30.4218487115595
"326","long",48.690455776341
"327","long",61.5203620419371
"328","long",37.1983634990926
"329","long",52.9279060281054
"330","long",25.7469147690602
"331","long",21.6566351537627
"332","long",28.2444202020956
"333","long",56.8176224432646
"334","long",35.473668915794
"335","long",55.2747632524575
"336","long",44.2337611104108
"337","long",26.8844763104418
"338","long",46.1201171231729
"339","long",36.1019938822161
"340","long",30.4906695440038
"341","long",30.5612257722459
"342","long",38.6125321380676
"343","long",26.5297591613744
"344","long",20.7620465989196
"345","long",33.8810036535766
"346","long",47.2502681625153
"347","long",33.7591815888303
"348","long",40.680704497753
"349","long",36.5210294332156
"350","long",35.3862428949045
"351","long",32.8502186429946
"352","long",32.8364573600763
"353","long",35.3923124924471
"354","long",46.4657811367833
"355","long",39.4020380852555
"356","long",44.9396046289927
"357","long",34.6650365682822
"358","long",66.9922037657771
"359","long",18.5134886554537
"360","long",30.2514532355217
"361","long",40.459512284542
"362","long",36.914396335626
"363","long",30.4142308948376
"364","long",34.3491334008437
"365","long",32.8755743292832
"366","long",26.294773307285
"367","long",41.968424973401
"368","long",36.0410261318222
"369","long",39.9058763791337
"370","long",36.4281879709936
"371","long",52.0628025978656
"372","long",12.9096560419676
"373","long",51.8233658917638
"374","long",47.405344239976
"375","long",23.7300708299349
"376","long",31.9161831454942
"377","long",44.9465518164338
"378","long",23.9405456238231
"379","long",39.6328012985376
"380","long",47.6845880014358
"381","long",41.1934769787112
"382","long",42.3174979422435
"383","long",62.173196626856
"384","long",37.7430937048339
"385","long",26.4693635111503
"386","long",45.7142549650911
"387","long",41.365944103529
"388","long",39.0655914505608
"389","long",34.0945372785992
"390","long",26.1591746479993
"391","long",26.1741816362537
"392","long",34.0813603496737
"393","long",45.595359672055
"394","long",22.0361020575714
"395","long",43.5532258952872
"396","long",45.3992430878641
"397","long",38.1266496905596
"398","long",37.9807464100055
"399","long",29.774267432414
"400","long",36.8057797505525
"401","long",33.3975296772605
"402","long",35.9624221138247
"403","long",39.4455550468965
"404","long",46.0198951870133
"405","long",26.3273991534247
"406","long",29.8894178502663
"407","long",38.3389910909547
"408","long",57.5796162254756
"409","long",55.8083663367864
"410","long",30.6132939676363
"411","long",44.3700673210639
"412","long",51.6547707888476
"413","long",49.608150706628
"414","long",42.6050357948644
"415","long",42.8149582269271
"416","long",38.8843738354082
"417","long",42.769712007225
"418","long",47.6723203064644
"419","long",24.8998077868535
"420","long",32.254970212578
"421","long",47.6648607802057
"422","long",28.9778728885307
"423","long",31.9802290080119
"424","long",40.5979184656092
"425","long",47.106392340407
"426","long",35.2174275172031
"427","long",33.9572329777523
"428","long",56.5319703986086
"429","long",35.6485563010048
"430","long",38.756362391562
"431","long",45.2599839647253
"432","long",60.2099330538472
"433","long",47.5830165495802
"434","long",28.5988680469269
"435","long",26.3403920472997
"436","long",45.0780060127111
"437","long",43.3876650676368
"438","long",44.122668962259
"439","long",41.1697618276292
"440","long",44.162984746337
"441","long",42.9622194918083
"442","long",39.9897738806675
"443","long",36.3485069317743
"444","long",29.7468557416413
"445","long",51.2113450895915
"446","long",37.7910597942083
"447","long",55.7170241172831
"448","long",15.5058230400279
"449","long",41.1384617361591
"450","long",10.2972644112208
"451","long",35.5442540820434
"452","long",51.0097449529876
"453","long",26.6305525450995
"454","long",15.5213066779241
"455","long",52.8598719466411
"456","long",40.6654733248626
"457","long",38.2168660687619
"458","long",45.2584684938632
"459","long",37.8126051401002
"460","long",26.5596894478831
"461","long",38.8571220425347
"462","long",36.7737373373697
"463","long",28.1430995128355
"464","long",53.9065188782325
"465","long",39.8939062068894
"466","long",42.4480603484886
"467","long",29.8557628744229
"468","long",34.6501858779273
"469","long",57.6150587917873
"470","long",38.2140187511971
"471","long",46.7024749536551
"472","long",11.7233123979912
"473","long",41.8082097760098
"474","long",38.0845241807429
"475","long",28.1542121350474
"476","long",31.2955465570848
"477","long",37.4415874898137
"478","long",36.5413314545395
"479","long",31.9086230948952
"480","long",40.561106647509
"481","long",36.2736822171945
"482","long",52.3343856995694
"483","long",41.7439675531673
"484","long",39.2568423107062
"485","long",10.3156491492305
"486","long",32.3609143745134
"487","long",55.1922434276351
"488","long",62.7181954064737
"489","long",48.198094362344
"490","long",37.4082831073183
"491","long",42.3996612705661
"492","long",37.5659341799353
"493","long",25.2958956778691
"494","long",25.9147514276686
"495","long",41.5081151084667
"496","long",33.6318245280155
"497","long",29.5059880258248
"498","long",35.2728102034002
"499","long",8.34694538149942
"500","long",23.3852322286905
"501","long",47.3482476963752
"502","long",20.1577641601508
"503","long",31.5835035164794
"504","long",29.5238036175099
"505","long",30.044534220165
"506","long",39.1011058535857
"507","long",45.7032077112607
"508","long",25.7537642101534
"509","long",13.861146269279
"510","long",46.6740676858638
"511","long",46.6293565548737
"512","long",53.3730462255657
"513","long",42.1446629769432
"514","long",34.6826977397807
"515","long",29.6755054274763
"516","long",33.6412573182557
"517","long",44.2373159213712
"518","long",52.9835507465593
"519","long",36.2934996976287
"520","long",37.6242238532399
"521","long",39.6161724705787
"522","long",60.332431058571
"523","long",38.9969722027096
"524","long",34.0215326583525
"525","long",31.3823659588182
"526","long",37.2840411697299
"527","long",57.8429725136619
"528","long",21.6614675744112
"529","long",46.0241959810405
"530","long",31.1844103283017
"531","long",38.6160602229274
"532","long",21.1765792166478
"533","long",33.2743702597432
"534","long",32.8186735566194
"535","long",50.5864876188697
"536","long",43.9496202694302
"537","long",37.2213870426057
"538","long",62.5835363718781
"539","long",26.8218848152205
"540","long",42.4671815963632
"541","long",43.4062447662264
"542","long",39.0222695101845
"543","long",39.1201684643257
"544","long",46.1477377528571
"545","long",48.9980784606721
"546","long",42.6844050970324
"547","long",35.8813574174569
"548","long",29.2136108753636
"549","long",53.9818652446761
"550","long",28.5523472010903
"551","long",42.1170298976927
"552","long",56.9869019031792
"553","long",18.5631946897761
"554","long",50.0495615203841
"555","long",38.992551480608
"556","long",39.3094168327674
"557","long",41.7287519065691
"558","long",21.8397050902042
"559","long",36.0351439420668
"560","long",44.662501861839
"561","long",57.9041824855285
"562","long",47.3190591011809
"563","long",35.6395135034959
"564","long",26.0193719362554
"565","long",53.7542037269023
"566","long",29.5833927408076
"567","long",52.4711126731699
"568","long",50.1064204425815
"569","long",53.1437475666769
"570","long",39.1677614351459
"571","long",26.2369763164675
"572","long",40.8940115753689
"573","long",43.2391412851899
"574","long",35.5100673235098
"575","long",38.8636832088977
"576","long",49.8375391507146
"577","long",37.4460139931796
"578","long",35.5728414135184
"579","long",47.2472307694015
"580","long",52.8092330722295
"581","long",46.2598058451674
"582","long",39.5933444940468
"583","long",36.1316297232947
"584","long",49.442136379228
"585","long",30.9269626285907
"586","long",44.2304307895609
"587","long",32.908731317516
"588","long",36.1720759188341
"589","long",47.8436203110165
"590","long",28.1111025410258
"591","long",59.9938415834245
"592","long",37.1812472813915
"593","long",32.9965107645595
"594","long",35.2724179613628
"595","long",49.5338953355693
"596","long",31.3113404432594
"597","long",35.6281452826053
"598","long",34.141969712234
"599","long",40.7985288248817
"600","long",37.2373308174266
"601","long",40.3598360848663
"602","long",32.7952632672484
"603","long",37.8087136250403
"604","long",44.4622545303443
"605","long",11.2174910670406
"606","long",30.7146276933088
"607","long",30.806393406377
"608","long",38.7884235012545
"609","long",30.9936065095878
"610","long",46.7916421912484
"611","long",36.5382297794655
"612","long",45.1165853139166
"613","long",39.1583369043316
"614","long",38.239831712157
"615","long",32.121850859536
"616","long",42.1335098703732
"617","long",33.7180325246406
"618","long",36.5414186604676
"619","long",40.102798381586
"620","long",31.4041018415215
"621","long",39.3229842171576
"622","long",38.4234504860721
"623","long",40.3494601604597
"624","long",36.294599364893
"625","long",22.230794379956
"626","long",30.6735133332571
"627","long",44.7424628577801
"628","long",41.6955035317583
"629","long",35.2290558501059
"630","long",46.4882276353529
"631","long",34.4056527009909
"632","long",36.0950937024612
"633","long",35.1794642908372
"634","long",41.5543696936581
"635","long",49.8233101374371
"636","long",12.3621411121042
"637","long",36.4526460504633
"638","long",36.5996522406982
"639","long",36.2191657802775
"640","long",44.7465691387491
"641","long",46.749545250489
"642","long",27.7188391126314
"643","long",31.8326728252506
"644","long",45.1791385570959
"645","long",32.0567028987263
"646","long",50.5499235343595
"647","long",48.018156745596
"648","long",19.9896981851995
"649","long",41.1226586622505
"650","long",44.7460242437528
"651","long",32.8718589424977
"652","long",39.322765706244
"653","long",42.0121251995442
"654","long",29.5794254692973
"655","long",49.3790228762712
"656","long",42.9926772432189
"657","long",34.2059547365803
"658","long",52.5264025297673
"659","long",44.136887772212
"660","long",31.2214170484738
"661","long",18.4153266764781
"662","long",26.6365413646401
"663","long",19.6914500501673
"664","long",34.0950047429133
"665","long",35.7888177551771
"666","long",41.5814602986512
"667","long",31.6229163962345
"668","long",37.1068657986977
"669","long",38.7299953985776
"670","long",19.4600493572827
"671","long",29.4807192530747
"672","long",32.508436452214
"673","long",33.0771909967083
"674","long",46.0863990680583
"675","long",34.1183443684551
"676","long",34.1251622731593
"677","long",39.4879770665327
"678","long",36.788309483257
"679","long",34.0313019132705
"680","long",38.4509415007664
"681","long",20.0733094104546
"682","long",25.9400208984372
"683","long",49.742760438954
"684","long",29.7379967095465
"685","long",42.4257082930174
"686","long",51.3419582820409
"687","long",49.8068913857262
"688","long",38.8195737225015
"689","long",41.4699074476855
"690","long",22.1308580664808
"691","long",51.9706361451447
"692","long",47.048244785752
"693","long",26.4988056885046
"694","long",37.6314185897368
"695","long",24.7604823962764
"696","long",43.6217436170426
"697","long",51.7219819843007
"698","long",35.6331840771596
"699","long",31.3832695333482
"700","long",20.4931329361296
"701","long",21.2433724755759
"702","long",40.2503207115718
"703","long",37.3932505471919
"704","long",40.6246196354448
"705","long",47.8600580295829
"706","long",52.2665518641396
"707","long",31.277724670204
"708","long",38.8575024996218
"709","long",47.3131426391112
"710","long",31.3802876702417
"711","long",36.3606267221617
"712","long",28.3765585456619
"713","long",62.7206777644795
"714","long",38.249215455004
"715","long",34.3834441361982
"716","long",44.2648199874936
"717","long",49.0399762827792
"718","long",46.2446615174357
"719","long",21.8186489115387
"720","long",34.99562177152
"721","long",42.3591097407858
"722","long",30.5384242533525
"723","long",38.4528444475502
"724","long",32.3864824411757
"725","long",32.3088024921103
"726","long",34.4323465138349
"727","long",32.2281385231629
"728","long",35.8393062509023
"729","long",49.2976014959565
"730","long",39.4270061300007
"731","long",42.4624636064662
"732","long",31.2720502425581
"733","long",26.5404772140652
"734","long",37.0057664638678
"735","long",48.4944017613609
"736","long",42.0828832648655
"737","long",38.7814326724058
"738","long",35.8753833876301
"739","long",30.1290393427731
"740","long",47.7449631774799
"741","long",48.6946023337148
"742","long",42.2618493628636
"743","long",27.6865989581236
"744","long",23.7531102243161
"745","long",42.4211757308407
"746","long",58.9202240601153
"747","long",31.4071533477979
"748","long",37.5559357434631
"749","long",25.237339490308
"750","long",40.2330339658927
"751","long",34.3650333629566
"752","long",39.1006046065403
"753","long",40.9811367146632
"754","long",58.7017435968978
"755","long",44.8151955401729
"756","long",48.9136701619128
"757","long",44.1566897967714
"758","long",43.326857813645
"759","long",29.7784947017217
"760","long",37.4519514714847
"761","long",28.4753969532529
"762","long",45.8174288201971
"763","long",29.1521311254043
"764","long",24.3905288260908
"765","long",38.379896249376
"766","long",36.6854490091641
"767","long",29.2288201788132
"768","long",40.3547590540451
"769","long",44.0750752649066
"770","long",37.566802587186
"771","long",35.1934576970676
"772","long",39.2194875990233
"773","long",61.2877296984007
"774","long",45.8292379381888
"775","long",42.5639953132131
"776","long",37.9733470688319
"777","long",54.3421338891378
"778","long",24.4413697910483
"779","long",39.8366556918621
"780","long",20.0477829838327
"781","long",56.0598523725434
"782","long",25.9149314181712
"783","long",36.1444398187667
"784","long",39.918670304752
"785","long",49.3512590651094
"786","long",59.9156211459536
"787","long",50.8196701071768
"788","long",34.6398183162158
"789","long",39.027354832866
"790","long",49.281085501022
"791","long",26.8946154629764
"792","long",40.4677915913378
"793","long",34.1400231772625
"794","long",63.7768571601372
"795","long",23.698644264448
"796","long",31.8807689998901
"797","long",38.1701399446007
"798","long",39.989453388632
"799","long",37.4654372207337
"800","long",34.0598408436725
"801","long",49.7437424019685
"802","long",40.4583036076019
"803","long",40.4598853131478
"804","long",40.1009252576554
"805","long",16.4300024803822
"806","long",44.9850917511374
"807","long",23.3449816741697
"808","long",27.9872875100245
"809","long",39.482760552102
"810","long",25.1956683335222
"811","long",39.9121305443011
"812","long",28.3633956450086
"813","long",54.0115435603361
"814","long",35.3026749505229
"815","long",21.9056255546608
"816","long",30.1716981203537
"817","long",44.4994691390763
"818","long",22.0188851039441
"819","long",39.8412805854849
"820","long",22.7762392220767
"821","long",62.0402018625911
"822","long",42.4392636403921
"823","long",44.3612519914051
"824","long",33.3783658874682
"825","long",33.1619547553836
"826","long",31.5950929975191
"827","long",55.2801346432207
"828","long",36.2507903334293
"829","long",56.4904480775356
"830","long",31.8564982161038
"831","long",50.8241904856521
"832","long",44.3583374734471
"833","long",45.3871547544689
"834","long",34.7192331812788
"835","long",55.9483998971724
"836","long",31.7552947693817
"837","long",41.8470395994615
"838","long",31.9681251088613
"839","long",38.2846845868221
"840","long",46.468491562999
"841","long",31.6268148987838
"842","long",36.1740973191556
"843","long",25.7776220758021
"844","long",31.1433088651917
"845","long",35.5976345043575
"846","long",36.8153753697634
"847","long",31.3264716938932
"848","long",19.7686255441934
"849","long",58.1543991158291
"850","long",36.1554249503844
"851","long",35.7110761828423
"852","long",49.939630997915
"853","long",27.1256163113217
"854","long",35.9178644238781
"855","long",32.4689943414481
"856","long",48.3350662019154
"857","long",36.6048904474945
"858","long",35.3555306838275
"859","long",24.2412117948349
"860","long",33.0877088803476
"861","long",24.7757064730166
"862","long",40.1529743978045
"863","long",53.8752083396618
"864","long",13.4220191778635
"865","long",25.4393383833897
"866","long",32.7010923251891
"867","long",29.9456394317181
"868","long",58.2878241535852
"869","long",28.1301790524349
"870","long",59.3078249018308
"871","long",42.6224445291791
"872","long",40.4758862192188
"873","long",44.7181240026751
"874","long",43.4359718395125
"875","long",41.3173995852061
"876","long",49.0188067241119
"877","long",54.0896721960579
"878","long",48.5217847145121
"879","long",32.0136947127397
"880","long",31.0626851192433
"881","long",37.2087181922015
"882","long",33.2615882959426
"883","long",38.2697964453179
"884","long",56.395364167484
"885","long",36.7408173697372
"886","long",50.2878038361126
"887","long",37.4741784468817
"888","long",34.0250330991434
"889","long",51.3299221777675
"890","long",40.310902521172
"891","long",45.6149429914847
"892","long",34.3963931968689
"893","long",27.2532059941878
"894","long",43.6824839344053
"895","long",60.1502808492771
"896","long",28.2266424005073
"897","long",52.2568511845711
"898","long",33.7698735015346
"899","long",25.3710826321711
"900","long",19.4209007766668
"901","long",35.1051105635303
"902","long",55.3363579446627
"903","long",34.1518249168635
"904","long",31.6479257661912
"905","long",31.6856761471594
"906","long",39.1316569015307
"907","long",23.1168668351907
"908","long",32.107495344972
"909","long",53.300050976037
"910","long",37.4307355832666
"911","long",60.9964963077827
"912","long",15.9357061995865
"913","long",20.5009231883195
"914","long",24.8529696318286
"915","long",47.5467536951023
"916","long",47.6130561819256
"917","long",14.8426017428229
"918","long",28.3738037444562
"919","long",40.3183397687716
"920","long",55.8721894833645
"921","long",34.9403617594769
"922","long",8.72795809778999
"923","long",32.7252889502243
"924","long",34.7430360807877
"925","long",36.8745341729458
"926","long",39.9325030133746
"927","long",28.2787360662998
"928","long",35.2114146460973
"929","long",31.7962287650894
"930","long",31.9116108243469
"931","long",31.4936279502241
"932","long",37.9895984506084
"933","long",43.1396798393083
"934","long",39.0734550982934
"935","long",29.0560976469224
"936","long",44.0435379772081
"937","long",38.2584069684239
"938","long",30.2639557512105
"939","long",46.5694842960068
"940","long",39.9548543165048
"941","long",33.3305192935494
"942","long",28.8454296393728
"943","long",26.1354708535999
"944","long",41.0270742273455
"945","long",41.7321108753619
"946","long",44.2389527565926
"947","long",34.6662276270659
"948","long",52.9892385534916
"949","long",42.4906865195078
"950","long",47.6617124237471
"951","long",33.2398940061518
"952","long",24.4544163947933
"953","long",38.8453568508303
"954","long",25.6025682592466
"955","long",46.6808882582485
"956","long",47.0786734384504
"957","long",42.0466057731994
"958","long",55.2668131844703
"959","long",34.6863363424408
"960","long",25.6476141494663
"961","long",19.2894024106693
"962","long",45.5162448023329
"963","long",28.4615663520276
"964","long",36.0606306840022
"965","long",26.2016920395653
"966","long",36.5515698393212
"967","long",50.9606155813007
"968","long",40.8466453477388
"969","long",44.6477223886907
"970","long",22.2958848282307
"971","long",57.4673722443597
"972","long",41.5843322930642
"973","long",31.2094032645643
"974","long",42.7148475748809
"975","long",37.4231589383544
"976","long",40.4117919734738
"977","long",36.1203457563049
"978","long",30.3563147821337
"979","long",32.8017591394124
"980","long",31.9566072553584
"981","long",11.3453320450728
"982","long",41.8991599981125
"983","long",32.2657269404606
"984","long",36.4453742444733
"985","long",28.9157663674217
"986","long",46.3696791630286
"987","long",28.5608650655535
"988","long",49.1360367872479
"989","long",51.2760699050213
"990","long",34.8899307427183
"991","long",35.405247495312
"992","long",49.2179361074531
"993","long",42.6647816883219
"994","long",43.2559609160001
"995","long",33.7339086377007
"996","long",22.8731421883319
"997","long",38.6258288718109
"998","long",30.4223895937838
"999","long",61.0483413620932
"1000","long",20.1368962352792
"1001","long",44.1419089349809
"1002","long",44.8186105883117
"1003","long",50.8939818420898
"1004","long",33.174414837334
"1005","long",34.8886735579985
"1006","long",52.7888944759407
"1007","long",51.5337224628878
"1008","long",47.8652634519785
"1009","long",44.7186649600781
"1010","long",36.9504370170126
"1011","long",43.4609281755588
"1012","long",15.9357169336051
"1013","long",31.8437303202418
"1014","long",39.0731468459897
"1015","long",30.766523315058
"1016","long",35.3907280430647
"1017","long",31.1754325579355
"1018","long",35.1971342377753
"1019","long",33.7168393371672
"1020","long",55.1594442994893
"1021","long",41.6661408192543
"1022","long",47.4808493887433
"1023","long",48.5704232303701
"1024","long",49.6891873109152
"1025","long",38.486842112977
"1026","long",45.6413131225374
"1027","long",60.6795992362217
"1028","long",50.6932976272339
"1029","long",40.6422403001849
"1030","long",2.51285578460277
"1031","long",24.7906567917477
"1032","long",30.811635983547
"1033","long",45.912480755923
"1034","long",32.8797805788383
"1035","long",35.5330775636965
"1036","long",20.1758383611371
"1037","long",42.9609273901063
"1038","long",32.0752581448093
"1039","long",30.374648422168
"1040","long",30.145608986862
"1041","long",25.1256814388779
"1042","long",57.2222826612634
"1043","long",25.2161149042751
"1044","long",22.7429860955453
"1045","long",38.3381464719433
"1046","long",36.3945801874136
"1047","long",35.7591696221329
"1048","long",32.4830070619331
"1049","long",28.2788921944409
"1050","long",49.7284689707085
"1051","long",33.5739744816391
"1052","long",55.4019643936666
"1053","long",49.6246383295349
"1054","long",62.7062782834713
"1055","long",27.3706545661426
"1056","long",37.6436278282619
"1057","long",33.6574285796546
"1058","long",55.8413840109511
"1059","long",43.0299301562481
"1060","long",50.3090849196453
"1061","long",16.5244635029314
"1062","long",49.0663048501272
"1063","long",52.36017836806
"1064","long",37.9464675055328
"1065","long",36.4548313888317
"1066","long",26.7453175913107
"1067","long",39.0866039654925
"1068","long",47.2585643333301
"1069","long",42.279674288015
"1070","long",41.5068877425836
"1071","long",44.0532431163058
"1072","long",43.2580703429835
"1073","long",38.9390725311996
"1074","long",32.6353212174115
"1075","long",33.6697628106932
"1076","long",16.641491035176
"1077","long",32.2531664374937
